iter	RMSE
175	217.9617395
176	217.6900577
177	217.4533626
178	217.2147111
179	216.9051815
180	216.6042044
181	216.4192902
182	216.1951097
183	215.9663488
184	215.83262
185	215.6656582
186	215.390726
187	215.1668063
188	215.0078326
189	214.7010024
190	214.4332482
191	214.0442496
192	213.8297411
193	213.6665029
194	213.4391379
195	213.1596528
196	212.9856807
197	212.7940425
198	212.644473
199	212.4288362
200	212.2452093
201	212.0601505
202	211.8710358
203	211.7094229
204	211.3659777
205	211.1869257
206	210.9962918
207	210.8187938
208	210.6447807
209	210.4511123
210	210.2957014
211	210.1319047
212	209.9188716
213	209.7921991
214	209.657198
215	209.4922714
216	209.3570522
217	209.2977056
218	209.0855667
219	208.7911601
220	208.5215619
221	208.3360724
222	208.2126023
223	208.0988823
224	207.9188612
225	207.6168365
226	207.5415853
227	207.3855174
228	207.2361911
229	207.1529356
230	207.0336061
231	206.8287857
232	206.7272804
233	206.6751581
234	206.4635873
235	206.1923387
236	206.0886025
237	205.9452916
238	205.8392253
239	205.6204205
240	205.429556
241	205.2620013
242	204.9567258
243	204.8502593
244	204.6958603
245	204.4580253
246	204.2789249
247	204.1595867
248	204.0188697
249	203.8362569
250	203.6974284
251	203.5517375
252	203.4585723
253	203.2577041
254	203.0940121
255	203.0025506
256	202.835407
257	202.6858377
258	202.5914078
259	202.4348041
260	202.2865174
261	202.1499723
262	202.1068544
263	201.9350671
264	201.7688484
265	201.6361812
266	201.506636
267	201.3864799
268	201.1107214
269	200.9732859
270	200.8629415
271	200.7358232
272	200.5727332
273	200.4246194
274	200.2940293
275	200.1885569
276	200.098086
277	200.0378312
278	199.7811051
279	199.5799813
280	199.4463218
281	199.2724071
282	199.0705238
283	198.9553737
284	198.8759708
285	198.7601247
286	198.5972599
287	198.4444984
288	198.3123518
289	198.1402504
290	198.0696061
291	197.9686974
292	197.8988079
293	197.6916687
294	197.603687
295	197.4217976
296	197.3165531
297	197.1314857
298	197.0113822
299	196.8781622
300	196.7661467
301	196.6735297
302	196.5173061
303	196.4136113
304	196.3248309
305	196.2644963
306	196.105383
307	195.9892254
308	195.860478
309	195.742657
310	195.6595348
311	195.3556537
312	195.2596241
313	195.1679215
314	194.9956984
315	194.8673214
316	194.7491828
317	194.6405408
318	194.5637476
319	194.4351256
320	194.1901887
321	194.075162
322	193.9529248
323	193.8680125
324	193.7563216
325	193.6183133
326	193.5442761
327	193.4116351
328	193.3747221
329	193.2690538
330	193.1474957
331	193.005972
332	192.8764596
333	192.7181373
334	192.575345
335	192.4565125
336	192.365787
337	192.1177478
338	192.0016332
339	191.9240969
340	191.834257
341	191.6315253
342	191.506416
343	191.3782497
344	191.1528192
345	191.0343745
346	190.6747964
347	190.5061916
348	190.3730118
349	190.2716608
350	190.2205234
351	190.1205112
352	189.9877784
353	189.8739852
354	189.7297196
355	189.6200952
356	189.4944595
357	189.3396485
358	189.2041557
359	189.0811682
360	188.9182909
361	188.7864356
362	188.5666292
363	188.452599
364	188.3332406
365	188.1805198
366	188.0382951
367	187.9253397
368	187.8288436
369	187.6304619
370	187.5373911
371	187.4943776
372	187.4009656
373	187.2998105
374	187.2137501
375	187.0833682
376	186.9575101
377	186.9026978
378	186.7953612
379	186.6299342
380	186.514513
381	186.384016
382	186.2243749
383	186.1508001
384	186.02867
385	185.9633433
386	185.9031495
387	185.7973875
388	185.641618
389	185.5847831
390	185.5255874
391	185.325577
392	185.2835049
393	185.1998246
394	185.0757596
395	185.0006067
396	184.9210927
397	184.8372959
398	184.699431
399	184.584966
400	184.5188253
401	184.4006673
402	184.3414842
403	184.2550806
404	184.0829254
405	184.0527211
406	183.9178468
407	183.7999025
408	183.6604004
409	183.4839624
410	183.4081225
411	183.2540754
412	183.1800928
413	183.0599936
414	183.0009323
415	182.8834035
416	182.7852602
417	182.666191
418	182.4493741
419	182.3802856
420	182.3318054
421	182.0922748
422	181.9778943
423	181.8007
424	181.6699153
425	181.5318746
426	181.4385024
427	181.4109967
428	181.3653857
429	181.2823049
430	181.231688
431	181.1788504
432	181.0290787
433	180.9260954
434	180.7545344
435	180.6519435
436	180.5532024
437	180.3868927
438	180.1612026
439	180.0155124
440	179.8681812
441	179.8067065
442	179.733486
443	179.6208597
444	179.5339098
445	179.4213772
446	179.3580375
447	179.3151543
448	179.2422003
449	179.1377054
450	179.0071608
451	178.8503766
452	178.7887228
453	178.6861577
454	178.5729112
455	178.4800157
456	178.3686183
457	178.2131714
458	178.0849897
459	178.0192438
460	177.9592513
461	177.9023787
462	177.7892629
463	177.6736257
464	177.6537321
465	177.578705
466	177.4145717
467	177.3043484
468	177.1558201
469	177.0724885
470	176.9880562
471	176.8831486
472	176.82227
473	176.7220835
474	176.5914647
475	176.4662734
476	176.367714
477	176.2457555
478	176.1720588
479	176.0916141
480	175.9790209
481	175.8448347
482	175.8089316
483	175.7927406
484	175.7102484
485	175.6203597
486	175.5683583
487	175.4140127
488	175.3595404
489	175.2627487
490	175.1653101
491	175.0966082
492	175.0784157
493	175.0121189
494	174.9028237
495	174.7871514
496	174.7083416
497	174.5916486
498	174.4245377
499	174.3880389
500	174.2937436
501	174.2457324
502	174.172304
503	174.0607366
504	173.9883969
505	173.9098995
506	173.7970621
507	173.7288771
508	173.6030855
509	173.5785372
510	173.5495662
511	173.4417535
512	173.3677545
513	173.2762328
514	173.1766984
515	173.05246
516	172.9473964
517	172.8185434
518	172.7496691
519	172.6541097
520	172.6085538
521	172.5462754
522	172.4854675
523	172.3632225
524	172.2734441
525	172.1346358
526	172.033081
527	171.9732449
528	171.8836036
529	171.7459931
530	171.6437207
531	171.5605183
532	171.4074348
533	171.3885665
534	171.3041133
535	171.2010999
536	171.1253391
537	170.9424926
538	170.854311
539	170.7849377
540	170.7058689
541	170.6235122
542	170.4929899
543	170.3858248
544	170.3164019
545	170.2205037
546	170.1769449
547	170.0965233
548	169.9806653
549	169.9176997
550	169.8413283
551	169.7532838
552	169.6757265
553	169.5924395
554	169.5409341
555	169.4245229
556	169.3970496
557	169.3445116
558	169.2657801
559	169.153568
560	169.0959161
561	169.0492756
562	168.8838075
563	168.7672155
564	168.6455901
565	168.55553
566	168.457805
567	168.3528495
568	168.311888
569	168.2221692
570	168.1332707
571	168.0542629
572	167.9959532
573	167.9439237
574	167.8495505
575	167.7473107
576	167.6508191
577	167.6196484
578	167.540754
579	167.4374967
580	167.3261585
581	167.2488623
582	167.1859865
583	167.0457704
584	167.0033141
585	166.8972061
586	166.8097061
587	166.7450472
588	166.6300384
589	166.5659159
590	166.4801645
591	166.3990717
592	166.3027567
593	166.2815535
594	166.2046111
595	166.168486
596	166.0997306
597	166.0511263
598	165.9618777
599	165.8961208
600	165.8308998
601	165.7249785
602	165.7153489
603	165.6822369
604	165.6327378
605	165.6088314
606	165.4837248
607	165.4457021
608	165.321725
609	165.2072732
610	165.1472795
611	165.0736442
612	165.0245385
613	164.9409342
614	164.8504873
615	164.7910498
616	164.7140896
617	164.6676603
618	164.5883644
619	164.5466574
620	164.4670832
621	164.3614236
622	164.3039402
623	164.2878305
624	164.2469625
625	164.1783215
626	164.0656287
627	163.968333
628	163.894974
629	163.8525202
630	163.7707843
631	163.6969469
632	163.6370256
633	163.5615185
634	163.4698015
635	163.3825781
636	163.2872967
637	163.1957655
638	163.1466499
639	163.0597382
640	163.0142287
641	162.9881303
642	162.9053446
643	162.8520292
644	162.7881984
645	162.731821
646	162.6801041
647	162.5550323
648	162.4737261
649	162.4221934
650	162.3300065
651	162.240779
652	162.1870204
653	162.1189544
654	162.0627568
655	162.0280729
656	161.9340739
657	161.8861034
658	161.8115491
659	161.7275563
660	161.6360349
661	161.5407237
662	161.473389
663	161.4137343
664	161.3476402
665	161.2514648
666	161.2011338
667	161.1494197
668	161.0967033
669	161.01271
670	160.9770263
671	160.9496157
672	160.9164625
673	160.8663055
674	160.7652084
675	160.7066009
676	160.6522303
677	160.5834731
678	160.5084632
679	160.4087826
680	160.3377495
681	160.3169791
682	160.2710087
683	160.1468099
684	160.0761686
685	160.0260139
686	159.9353815
687	159.8674852
688	159.8203527
689	159.7262374
690	159.6872871
691	159.5938035
692	159.5411583
693	159.4677702
694	159.3655259
695	159.3122438
696	159.2373726
697	159.1651356
698	159.0412885
699	158.9700691
700	158.9110808
701	158.8542124
702	158.7671171
703	158.7081951
704	158.5792279
705	158.5242026
706	158.3598882
707	158.279992
708	158.1950799
709	158.1063863
710	158.0232733
711	157.9464078
712	157.9097565
713	157.8696056
714	157.8166181
715	157.7516714
716	157.7201047
717	157.6676403
718	157.6092902
719	157.5347384
720	157.4610171
721	157.3701613
722	157.3393805
723	157.258087
724	157.1858389
725	157.0792216
726	157.0306569
727	156.9123951
728	156.815681
729	156.7603306
730	156.6715297
731	156.5682985
732	156.5065107
733	156.4504697
734	156.3437807
735	156.2453704
736	156.217224
737	156.1423127
738	156.0975936
739	156.0748068
740	155.9822301
741	155.9277377
742	155.8858793
743	155.8129238
744	155.7670626
745	155.6364931
746	155.566295
747	155.4694114
748	155.4177083
749	155.3233249
750	155.2398217
751	155.1179081
752	155.0794085
753	155.0467488
754	155.0071434
755	154.9538663
756	154.8698771
757	154.8517267
758	154.8077262
759	154.7316686
760	154.6580169
761	154.6481215
762	154.600192
763	154.5458808
764	154.4731515
765	154.4286488
766	154.3320953
767	154.2843948
768	154.1623106
769	154.1106227
770	154.06674
771	154.0246781
772	153.9746148
773	153.9586617
774	153.9085887
775	153.8428929
776	153.7603572
777	153.6891851
778	153.5991913
779	153.530638
780	153.438711
781	153.4208385
782	153.3863767
783	153.3336596
784	153.2824709
785	153.2377511
786	153.2040703
787	153.1315208
788	153.0913816
789	153.0627102
790	153.0288701
791	153.0034418
792	152.9664937
793	152.9053494
794	152.8231763
795	152.7279075
796	152.6581882
797	152.6416398
798	152.5841107
799	152.4588326
800	152.4104602
801	152.3561019
802	152.30278
803	152.2331746
804	152.0987707
805	151.9992076
806	151.9538347
807	151.9063096
808	151.8371412
809	151.7281288
810	151.6674951
811	151.5929589
812	151.5243636
813	151.381352
814	151.3539841
815	151.2751359
816	151.2312237
817	151.143528
818	151.1021956
819	151.0471719
820	150.9115035
821	150.8220935
822	150.7805815
823	150.7265942
824	150.6037257
825	150.5541651
826	150.5279785
827	150.4712443
828	150.4416487
829	150.3753565
830	150.3194677
831	150.2477642
832	150.1546118
833	150.1101571
834	150.0598331
835	150.0063133
836	149.9677614
837	149.8892989
838	149.8391989
839	149.7437081
840	149.6698646
841	149.618474
842	149.5680503
843	149.4954029
844	149.4609455
845	149.3808401
846	149.3293378
847	149.2612179
848	149.1545345
849	149.0971977
850	149.0883803
851	149.0237916
852	149.0203995
853	148.9712462
854	148.9251507
855	148.8631008
856	148.7719152
857	148.7441655
858	148.6754141
859	148.6477138
860	148.5653125
861	148.5171211
862	148.4638564
863	148.4279696
864	148.3715379
865	148.3372375
866	148.2775855
867	148.1963628
868	148.1519623
869	148.0688846
870	148.0127203
871	147.9481837
872	147.8610962
873	147.80949
874	147.7747401
875	147.7158965
876	147.6589042
877	147.6155461
878	147.5721837
879	147.4626438
880	147.414686
881	147.3150255
882	147.2755942
883	147.2302844
884	147.1941937
885	147.1536003
886	147.0729263
887	147.0404451
888	146.9955766
889	146.9608053
890	146.9379116
891	146.8832384
892	146.8760693
893	146.7973916
894	146.7326397
895	146.6455958
896	146.6344504
897	146.5719938
898	146.5062433
899	146.4584902
900	146.3942086
901	146.3153929
902	146.194613
903	146.1310047
904	146.0858086
905	146.0410648
906	146.0034147
907	145.8932773
908	145.7926145
909	145.7698649
910	145.7052411
911	145.6287695
912	145.5833065
913	145.5457192
914	145.5433072
915	145.5415956
916	145.5091293
917	145.4679408
918	145.4470927
919	145.3761921
920	145.3083188
921	145.282643
922	145.2307384
923	145.1958669
924	145.1590563
925	145.0957794
926	145.0562421
927	145.054607
928	144.9614734
929	144.9103239
930	144.861666
931	144.8248449
932	144.7781616
933	144.6945485
934	144.6471871
935	144.5776633
936	144.5468865
937	144.5056769
938	144.4275676
939	144.3497799
940	144.2804968
941	144.2093538
942	144.1682553
943	144.1181868
944	144.0749072
945	144.0046447
946	143.9616193
947	143.8985997
948	143.819821
949	143.7848191
950	143.7163617
951	143.6609182
952	143.6125509
953	143.5933522
954	143.5182596
955	143.4093921
956	143.3536196
957	143.298615
958	143.208537
959	143.1492681
960	143.1008436
961	143.0263056
962	142.9743639
963	142.9383119
964	142.8852542
965	142.8532955
966	142.8516799
967	142.798365
968	142.7431495
969	142.7064976
970	142.6553055
971	142.6092445
972	142.5787516
973	142.525264
974	142.4631846
975	142.4613934
976	142.4073922
977	142.2765113
978	142.2085154
979	142.174676
980	142.0987857
981	142.0573296
982	142.020002
983	141.9961599
984	141.9255051
985	141.8982518
986	141.8544744
987	141.8206722
988	141.7836105
989	141.7690064
990	141.7478169
991	141.6788649
992	141.6413774
993	141.5966119
994	141.5258066
995	141.4593243
996	141.4373411
997	141.353951
998	141.3207656
999	141.2780283
