iter	RMSE
173	203.0838317
174	202.8571476
175	202.628361
176	202.4289231
177	202.2299312
178	202.0283147
179	201.7262655
180	201.5142601
181	201.217477
182	201.1040267
183	200.8793054
184	200.7345775
185	200.6038911
186	200.3948325
187	200.2611184
188	200.1698003
189	199.9416814
190	199.7579011
191	199.6435
192	199.5459167
193	199.3414344
194	199.1174878
195	198.976335
196	198.7659667
197	198.5327642
198	198.361018
199	198.2993558
200	198.0354117
201	197.830387
202	197.5004889
203	197.3295546
204	197.2210559
205	197.0589538
206	196.9560427
207	196.8069749
208	196.6271401
209	196.5124069
210	196.4354219
211	196.2366134
212	196.0588947
213	195.9044933
214	195.8244873
215	195.7332891
216	195.5722119
217	195.3322229
218	195.1799553
219	194.9930297
220	194.8109964
221	194.5888824
222	194.4786178
223	194.3398993
224	194.1956699
225	193.9751241
226	193.8646873
227	193.6048607
228	193.5546743
229	193.4231511
230	193.2528568
231	193.051476
232	192.9098881
233	192.7326947
234	192.3939185
235	192.2532677
236	192.0984469
237	191.9339533
238	191.7959409
239	191.4699101
240	191.4038635
241	191.2621259
242	191.1360472
243	190.9288828
244	190.8054185
245	190.5904547
246	190.3288049
247	190.1730785
248	189.8851526
249	189.7682739
250	189.5622304
251	189.3160677
252	189.086268
253	189.0043252
254	188.8260972
255	188.579288
256	188.3851346
257	188.2084589
258	188.0991647
259	187.9452031
260	187.8685825
261	187.7742682
262	187.66474
263	187.5769519
264	187.3716743
265	187.2327892
266	187.1217076
267	186.90502
268	186.8260624
269	186.6946643
270	186.4990821
271	186.3627883
272	186.2240004
273	185.9418139
274	185.7287928
275	185.5637551
276	185.418292
277	185.1079043
278	185.0370971
279	184.8810117
280	184.7848941
281	184.6305433
282	184.4691976
283	184.3513043
284	184.1601101
285	183.9976029
286	183.8124927
287	183.7625306
288	183.704222
289	183.5277628
290	183.412234
291	183.3173866
292	183.1427844
293	183.0332666
294	182.9372162
295	182.801424
296	182.6525129
297	182.6228021
298	182.5418114
299	182.3733423
300	182.2400296
301	182.0963799
302	181.9040081
303	181.7793731
304	181.5333085
305	181.3760289
306	181.1737526
307	181.0254706
308	180.8428703
309	180.8164047
310	180.582449
311	180.3826751
312	180.2006617
313	180.0733534
314	179.9583186
315	179.8412589
316	179.7811421
317	179.7063448
318	179.6119848
319	179.5368634
320	179.342412
321	179.3355272
322	179.1568614
323	179.0815195
324	179.0479005
325	178.8552654
326	178.7808233
327	178.6698146
328	178.6635458
329	178.6096947
330	178.4508515
331	178.2572349
332	178.1161614
333	177.9720323
334	177.8379144
335	177.6984717
336	177.435438
337	177.3033109
338	177.1605491
339	176.9245665
340	176.7228746
341	176.5847815
342	176.4750883
343	176.3580861
344	176.1970622
345	176.0590465
346	175.8475931
347	175.6962669
348	175.6456664
349	175.4803904
350	175.3335809
351	175.1670148
352	175.0127549
353	174.9133453
354	174.7275398
355	174.5918192
356	174.4446584
357	174.3242304
358	174.2141841
359	174.1302002
360	174.1163795
361	173.9180671
362	173.8892125
363	173.7754913
364	173.6045546
365	173.4888288
366	173.3928571
367	173.30787
368	173.2798117
369	173.1730123
370	173.0718797
371	172.9345725
372	172.8391998
373	172.7166202
374	172.6193318
375	172.5188249
376	172.4487764
377	172.3330246
378	172.1622881
379	172.0744217
380	171.9665679
381	171.9085174
382	171.7647324
383	171.623172
384	171.4624294
385	171.3584089
386	171.2240303
387	171.1063523
388	171.0177738
389	170.7786929
390	170.6448552
391	170.6398817
392	170.5615719
393	170.5171687
394	170.4752627
395	170.3635465
396	170.3230487
397	170.2898739
398	170.1222642
399	170.0605071
400	170.052196
401	169.9483026
402	169.8990946
403	169.72834
404	169.5535589
405	169.4671332
406	169.3206973
407	169.2048358
408	169.0699986
409	169.0198452
410	168.8698144
411	168.7526843
412	168.6815306
413	168.5597581
414	168.4164604
415	168.2692727
416	168.1535845
417	168.0328617
418	167.9158719
419	167.7388987
420	167.5999861
421	167.4863373
422	167.3457759
423	167.2289825
424	167.176688
425	167.0970283
426	166.9658754
427	166.7939324
428	166.7443329
429	166.687925
430	166.5998279
431	166.4821268
432	166.3555236
433	166.2786404
434	166.1234616
435	166.0134789
436	165.9391857
437	165.8558082
438	165.7221047
439	165.7155172
440	165.6197596
441	165.4887579
442	165.3288249
443	165.2627653
444	165.2284327
445	165.1679704
446	165.1112706
447	165.0121771
448	164.9145125
449	164.8083493
450	164.6921419
451	164.6008666
452	164.4701824
453	164.3628816
454	164.2658598
455	164.1571917
456	164.0474725
457	163.9512691
458	163.7834583
459	163.6402019
460	163.5091803
461	163.4256088
462	163.3881696
463	163.3140152
464	163.2765863
465	163.2384068
466	163.1849816
467	163.0913915
468	163.0238246
469	162.963632
470	162.869709
471	162.753664
472	162.6716324
473	162.5532802
474	162.5150015
475	162.5115917
476	162.4001701
477	162.2874661
478	162.1640958
479	162.152925
480	162.0112086
481	161.9292225
482	161.8496927
483	161.7648466
484	161.6733399
485	161.589141
486	161.4637219
487	161.3989463
488	161.3376023
489	161.305871
490	161.195088
491	161.1314241
492	161.0574291
493	160.9841977
494	160.8253366
495	160.6899936
496	160.5938541
497	160.5791934
498	160.4660294
499	160.3874076
